attribute	symbol	geneid
NM_013337	TIM22	_
NM_005834	TIM17B	_
NM_006335	TIM17	_
NM_015906	TIF1GAMMA	_
NM_005762	TIF1B	_
NM_015905	TIF1	_
NM_003852	TIF1	_
NM_003597	TIEG2	_
NM_005655	TIEG	_
NM_005424	TIE	_
NM_012455	TIC	_
NM_012454	TIAM2	26230
NM_003253	TIAM1	7074
NM_003252	TIAL1	7073
NM_004740	TIAF1	9220
M77142	TIA1	7072
D50525	TI-227H	_
Contig24002_RC	THY1	7070
NM_006288	THY1	7070
NM_003251	THRSP	7069
NM_000461	THRB	7068
M26747	THRB	7068
NM_003250	THRA	7067
NM_000460	THPO	7066
NM_003249	THOP1	7064
AF171055	thioredoxin reductase TR2	_
Contig45934	THH	_
AJ133115	THG-1	_
NM_016585	THEG	51298
M23161	THE1	_
NM_003248	THBS4	7060
NM_007112	THBS3	7059
NM_003247	THBS2	7058
NM_003246	THBS1	7057
NM_000361	THBD	7056
NM_000360	TH	7054
NM_006464	TGN51	_
NM_004245	TGM5	9333
NM_003241	TGM4	7047
NM_003245	TGM3	7053
NM_004613	TGM2	7052
NM_000359	TGM1	7051
AF055012	TGIF2	60436
NM_003244	TGIF	_
NM_003243	TGFBR3	7049
NM_003242	TGFBR2	7048
NM_004612	TGFBR1	7046
NM_000358	TGFBI	7045
NM_003239	TGFB3	7043
NM_003238	TGFB2	7042
NM_015927	TGFB1I1	7041
X02812	TGFB1	7040
NM_000660	TGFB1	7040
NM_003236	TGFA	7039
NM_006531	TG737	_
NM_003235	TG	7038
NM_003234	TFRC	7037
NM_003227	TFR2	7036
NM_013342	TFPT	29844
NM_006528	TFPI2	7980
Contig37264_RC	TFPI	7035
NM_006287	TFPI	7035
NM_006070	TFG	10342
NM_003226	TFF3	7033
NM_005423	TFF2	7032
NM_003225	TFF1	7031
NM_012252	TFEC	22797
NM_006521	TFE3	7030
NM_006286	TFDP2	7029
NM_007111	TFDP1	7027
Contig44640_RC	TFDP1	7027
NM_005653	TFCP2	7024
NM_003223	TFAP4	7023
NM_003222	TFAP2C	7022
NM_003221	TFAP2B	7021
Contig50266_RC	TFAP2A	7020
NM_003220	TFAP2A	7020
NM_001063	TF	7018
AL133653	TEX15	56154
NM_001120	TETRAN	_
NM_007170	TESK2	10420
NM_006285	TESK1	7016
NM_015641	TES	26136
NM_003219	TERT	7015
NM_005652	TERF2	7014
NM_003218	TERF1	7013
NM_017489	TERF1	7013
NM_013319	TERE1	_
AL157432	TERA	_
NM_021238	TERA	_
NM_007110	TEP1	7011
NM_020405	TEM7	_
NM_020404	TEM1	_
NM_016135	TEL2	_
AF175387	TEL2	_
NM_014466	TEKT2	27285
NM_000459	TEK	7010
NM_003217	TEGT	_
Contig58260_RC	TEGT	_
NM_003216	TEF	7008
NM_015686	TED	_
NM_005422	TECTA	7007
NM_003215	TEC	7006
NM_005885	TEB4	_
NM_003213	TEAD4	7004
AF142482	TEAD3	7005
NM_006862	TDRKH	11022
NM_014305	TDPGD	_
NM_005651	TDO2	6999
M96956	TDGF3	_
NM_003212	TDGF1	6997
NM_003211	TDG	6996
NM_006811	TDE1	_
NM_006519	TCTEL1	_
NM_006520	TCTE1L	_
L41143	TCTA	6988
AK000824	TCTA	6988
M16286	TCRA	_
NM_018679	TCP11	6954
NM_004610	TCP10	6953
X52882	TCP1	6950
NM_000356	TCOF1	6949
NM_000355	TCN2	6948
NM_001062	TCN1	6947
NM_014418	TCL6	ENSG00000187621
NM_012468	TCL6	ENSG00000187621
NM_020550	TCL6	ENSG00000187621
NM_020552	TCL6	ENSG00000187621
NM_020554	TCL6	ENSG00000187621
NM_004918	TCL1B	9623
X82240	TCL1A	8115
NM_006019	TCIRG1	10312
NM_006053	TCIRG1	10312
NM_006602	TCFL5	10732
NM_005997	TCFL1	_
D15050	TCF8	_
Y11306	TCF7L2	6934
NM_003202	TCF7	6932
NM_003201	TCF6L1	_
NM_003199	TCF4	6925
M31523	TCF3	6929
NM_003206	TCF21	6943
AB006630	TCF20	6942
NM_006481	TCF2	_
NM_000458	TCF2	_
NM_007109	TCF19	6941
NM_005649	TCF17	_
NM_004609	TCF15	6939
NM_003205	TCF12	6938
NM_016427	TCEB3L	_
NM_003198	TCEB3	6924
NM_007108	TCEB2	6923
NM_003197	TCEB1L	_
NM_005648	TCEB1	6921
NM_004780	TCEAL1	9338
NM_003195	TCEA2	6919
NM_006756	TCEA1	6917
NM_003673	TCAP	8557
NM_012250	TC21	_
NM_012249	TC10	_
NM_001061	TBXAS1	6916
NM_001060	TBXA2R	6915
NM_004608	TBX6	6911
NM_000192	TBX5	6910
NM_018488	TBX4	9496
NM_016569	TBX3-iso	_
NM_013351	TBX21	30009
AK001031	TBX2	6909
NM_005994	TBX2	6909
NM_005149	TBX19	9095
NM_005995	TBX10	347853
NM_005992	TBX1	6899
NM_006593	TBR1	10716
NM_004865	TBPL1	9519
NM_003194	TBP	6908
NM_006453	TBL3	10607
Contig24880_RC	TBL2	26608
NM_012453	TBL2	26608
NM_005647	TBL1	_
NM_013254	TBK1	29110
NM_003193	TBCE	6905
AL096745	TBCD	6904
NM_005993	TBCD	6904
NM_003192	TBCC	6903
NM_004607	TBCA	6902
AB029031	TBC1D1	23216
NM_000116	TAZ	6901
U25801	TAX1BP2	_
AK000711	TAX1BP1	8887
NM_006024	TAX1BP1	8887
NM_000353	TAT	6898
NM_006625	TASR1	_
NM_018980	TAS2R5	54429
NM_016944	TAS2R4	50832
NM_016943	TAS2R3	50831
NM_016945	TAS2R16	50833
NM_019599	TAS2R1	50834
NM_003191	TARS	6897
NM_007375	TARDBP	23435
NM_004178	TARBP2	6895
NM_005646	TARBP1	6894
NM_003190	TAPBP	6892
NM_000544	TAP2	6891
NM_018833	TAP2	6891
NM_000593	TAP1	6890
NM_004783	TAO1	_
NM_004180	TANK	10010
NM_006755	TALDO1	6888
NM_005421	TAL2	6887
NM_003189	TAL1	6886
NM_018647	TAJ-alpha	_
NM_003564	TAGLN2	8407
NM_003186	TAGLN	6876
NM_001519	TAF3B2	_
NM_006706	TAF2S	_
NM_003487	TAF2N	_
NM_005645	TAF2K	_
NM_005644	TAF2J	_
NM_005643	TAF2I	_
NM_006284	TAF2H	_
NM_003187	TAF2G	_
NM_005642	TAF2F	_
NM_005641	TAF2E	_
NM_006951	TAF2D	_
Y09321	TAF2C2	_
NM_003185	TAF2C1	_
NM_003184	TAF2B	_
NM_004606	TAF2A	_
NM_005679	TAF1C	9013
L39061	TAF1B	9014
NM_005681	TAF1A	9015
AJ001017	TAF-172	_
NM_006354	TADA3L	_
NM_001488	TADA2L	_
NM_005816	TACTILE	_
NM_002353	TACSTD2	4070
NM_002354	TACSTD1	_
NM_001059	TACR3	6870
NM_001057	TACR2	6865
NM_015727	TACR1	6869
NM_001058	TACR1	6869
NM_012452	TACI	_
NM_006342	TACC3	10460
AF176646	TACC2	10579
NM_006283	TACC1	6867
NM_006679	TAC3RL	_
NM_013251	TAC3	6866
NM_003182	TAC1	6863
NM_013996	TAC1	6863
NM_013997	TAC1	6863
NM_013998	TAC1	6863
NM_006116	TAB1	10454
NM_015698	T54	_
NM_006474	T1A-2	_
NM_013317	T1A-2	_
NM_006558	T-STAR	_
Contig39631_RC	T-STAR	_
X61070	T cell receptor	_
X61072	T cell receptor	_
X61079	T cell receptor	_
NM_003181	T	ENSG00000229552
NM_016089	SZF1	_
AF038535	SYT7	9066
NM_003180	SYT5	6861
AB037763	SYT4	6860
AB037848	SYT13	57586
NM_005639	SYT1	6857
NM_006754	SYPL	_
X06389	SYP	ENSG00000237341
AL157424	SYNJ2	8871
NM_003895	SYNJ1	8867
NM_012451	SYNGR4	23546
NM_004209	SYNGR3	9143
NM_004710	SYNGR2	9144
NM_004711	SYNGR1	9145
AB018339	SYNE-1B	_
AL109818	synaptojanin	_
NM_004272	SYN47	_
NM_003490	SYN3	8224
NM_003178	SYN2	6854
NM_006950	SYN1	6853
NM_003177	SYK	6850
NM_014258	SYCP2	10388
NM_003176	SYCP1	6847
NM_005638	SYBL1	_
NM_007056	SWAP2	_
NM_003174	SVIL	6840
NM_003173	SUV39H1	6839
NM_006752	SURF5	_
AF078866	SURF4	6836
NM_017503	SURF2	6835
NM_003172	SURF1	6834
NM_004264	SURB7	_
NM_003171	SUPV3L1	6832
U46691	SUPT6H	6830
NM_003169	SUPT5H	6829
NM_003168	SUPT4H1	6827
NM_003599	SUPT3H	8464
NM_000456	SUOX	6821
NM_014351	SULT4A1	25830
NM_004605	SULT2B1	6820
NM_003167	SULT2A1	6822
NM_006588	SULT1C2	6819
NM_001056	SULT1C1	_
NM_003166	SULT1A3	6818
NM_001054	SULT1A2	6799
NM_001055	SULT1A1	6817
NM_005801	SUI1	_
NM_003831	SUDD	_
AF131748	SUCLG2	8801
AF104921	SUCLG1	8802
AB035863	SUCLA2	8803
NM_007269	STXBP3	6814
NM_006949	STXBP2	6813
NM_003165	STXBP1	6812
NM_004853	STX8	9482
NM_003569	STX7	8417
AF131808	STX7	8417
NM_005819	STX6	10228
Contig36878_RC	STX6	10228
NM_003164	STX5A	_
Contig17054_RC	STX5A	_
Contig32929_RC	STX4A	_
NM_004604	STX4A	_
NM_004177	STX3A	_
NM_003163	STX1B	112755
NM_004603	STX1A	6804
NM_016930	STX18	53407
Contig58430_RC	STX16	ENSG00000254995
NM_003763	STX16	ENSG00000254995
AL035306	STX12	23673
NM_003764	STX11	8676
NM_003765	STX10	8677
NM_005861	STUB1	10273
NM_000351	STS	412
NM_003162	STRN	6801
NM_016271	STRIN	_
AJ272057	STRAIT11499	_
NM_021242	STRAIT11499	_
NM_013442	STOML2	30968
NM_004809	STOML1	9399
NM_007029	STMN2	11075
NM_005563	STMN1	3925
NM_003159	STK9	_
NM_003158	STK6	_
NM_006282	STK4	6789
G11572	STK3	6788
NM_006281	STK3	6788
AF020089	STK29	_
NM_006374	STK25	10494
NM_003576	STK24	ENSG00000224418
NM_014370	STK23	_
Contig50923_RC	STK22B	_
NM_003157	STK2	_
NM_004197	STK19	8859
NM_014264	STK18	_
NM_004226	STK17B	9262
NM_004760	STK17A	9263
NM_003691	STK16	8576
NM_003600	STK15	_
NM_003160	STK13	_
NM_004217	STK12	_
NM_000455	STK11	6794
NM_005990	STK10	6793
NM_006819	STIP1	10963
NM_003156	STIM1	6786
NM_006456	STHM	_
NM_014070	STG	_
S80491	stem cell factor	_
NM_012449	STEAP	_
NM_005420	STE	_
NM_006948	STCH	_
NM_003714	STC2	8614
NM_003155	STC1	6781
NM_014393	STAU2	27067
AK002152	STAU2	27067
NM_017453	STAU	_
NM_017454	STAU	_
NM_004602	STAU	_
NM_003877	STATI2	_
NM_003154	STATH	6779
NM_003153	STAT6	6778
NM_012448	STAT5B	6777
NM_003152	STAT5A	6776
NM_003151	STAT4	6775
NM_003150	STAT3	6774
NM_005419	STAT2	6773
NM_007315	STAT1	6772
Contig58226_RC	STAT1	6772
AW190932_RC	STAR	6770
NM_000349	STAR	6770
NM_005843	STAM2	10254
NM_003473	STAM	8027
NM_012447	STAG3	10734
NM_006603	STAG2	10735
NM_005862	STAG1	10274
NM_006074	STAF50	_
NM_003149	STAC	6769
Contig37267_RC	ST7	ENSG00000227199
NM_018412	ST7	ENSG00000227199
NM_013437	ST7	ENSG00000227199
NM_014403	ST6GALNACIV	_
NM_005418	ST5	6764
Contig66705_RC	ST5	6764
NM_006100	ST3GALVI	_
NM_014465	ST1B2	_
AF118224	ST14	6768
NM_003932	ST13	6767
U90842	SSX5	6758
NM_021015	SSX5	6758
NM_005636	SSX4	6759
NM_021014	SSX3	10214
NM_003147	SSX2	6757
Z49105	SSX2	6757
NM_005635	SSX1	6756
NM_001053	SSTR5	6755
NM_001052	SSTR4	6754
NM_001051	SSTR3	6753
NM_001050	SSTR2	6752
NM_001049	SSTR1	6751
NM_001048	SST	6750
NM_006396	SSSCA1	10534
NM_003146	SSRP1	6749
NM_006280	SSR4	6748
NM_007107	SSR3	6747
NM_003145	SSR2	6746
NM_003144	SSR1	6745
AL122041	SSPN	8082
NM_005086	SSPN	8082
NM_006401	SSP29	_
NM_003731	SSNA1	8636
NM_003955	SSI-3	_
NM_003745	SSI-1	_
NM_005470	SSH3BP1	_
NM_006751	SSFA2	6744
NM_012446	SSBP2	23635
NM_003143	SSBP1	6742
NM_003142	SSB	6741
X69804	SSB	6741
NM_004600	SSA2	_
NM_003141	SSA1	_
NM_016305	SS18L2	51188
AF201950	SS18L2	51188
AB014593	SS18L1	26039
NM_005637	SS18	6760
NM_003140	SRY	6736
NM_006307	SRPX	8406
NM_014467	SRPUL	_
NM_003139	SRPR	6734
NM_003138	SRPK2	6733
Contig39446_RC	SRPK2	6733
NM_003137	SRPK1	6732
NM_003133	SRP9	6726
NM_006947	SRP72	6731
NM_014230	SRP68	6730
NM_003136	SRP54	6729
AF031166	SRP46	_
NM_003135	SRP19	6728
NM_003134	SRP14	6727
NM_016333	SRM300	_
Contig44035	SRM300	_
NM_005839	SRM160	_
NM_003132	SRM	6723
NM_003130	SRI	6717
NM_003131	SRF	6722
NM_003693	SREC	_
NM_004599	SREBF2	6721
NM_004176	SREBF1	6720
NM_018969	SREB3	_
NM_000348	SRD5A2	6716
NM_001047	SRD5A1	6715
NM_006662	SRCAP	10847
NM_005417	SRC	6714
Contig65101_RC	SRA1	10011
NM_005866	SR-BP1	_
AJ005866	SQV7L	_
NM_003900	SQSTM1	8878
NM_003129	SQLE	6713
NM_007173	SPUVE	_
NM_013349	SPUF	_
NM_004863	SPTLC2	9517
NM_006415	SPTLC1	10558
NM_016642	SPTBN5	51332
AL133093	SPTBN4	57731
NM_006946	SPTBN2	6712
NM_003128	SPTBN1	6711
NM_000347	SPTB	6710
NM_003127	SPTAN1	6709
NM_003126	SPTA1	6708
NM_012248	SPS2	_
NM_012247	SPS	_
NM_005842	SPRY2	10253
AF041037	SPRY1	10252
NM_005416	SPRR3	6707
NM_006518	SPRR2C	6702
M21539	SPRR2C	6702
NM_006945	SPRR2B	6701
NM_005988	SPRR2A	6700
NM_003125	SPRR1B	6699
NM_014069	SPR1	_
NM_003124	SPR	6697
NM_006944	SPP2	6694
NM_000582	SPP1	6696
NM_003563	SPOP	8405
NM_012445	SPON2	10417
AB018305	SPON1	10418
NM_004598	SPOCK	_
NM_012444	SPO11	23626
NM_004819	SPK	_
AB032961	Spir-1	_
AF027205	SPINT2	10653
NM_021102	SPINT2	10653
NM_003710	SPINT1	6692
NM_006846	SPINK5	11005
NM_021114	SPINK2	6691
X57655	SPINK2	6691
NM_003122	SPINK1	6690
NM_006717	SPIN	_
NM_003121	SPIB	6689
NM_003120	SPI1	6688
AF238083	SPHK1	8877
NM_006542	SPHAR	10638
NM_003119	SPG7	6687
NM_014946	SPG4	_
NM_006450	SPF45	_
NM_005871	SPF30	_
NM_020239	SPEC1	_
NM_014300	SPC18	_
NM_006692	SPBPBP	_
NM_006038	SPATA2	9825
NM_004684	SPARCL1	8404
NM_003118	SPARC	6678
NM_005129	SPAR	_
NM_013453	SPANXA1	30014
NM_003117	SPAM1	6677
S67798	SPAM1	6677
NM_013233	SPAK	_
NM_003971	SPAG9	9043
NM_012436	SPAG8	26206
NM_004890	SPAG7	9552
NM_012443	SPAG6	9576
AF262992	SPAG4	6676
NM_016512	SPAG11	_
S58544	SPAG1	6674
Contig41502	SPAG1	6674
NM_016247	SPACRCAN	_
NM_017425	SPA17	53340
NM_003112	SP4	6671
X68560	SP3	6670
NM_003110	SP2	6668
Contig65594	SP192	_
NM_007237	SP140	11262
NM_003113	SP100	6672
AF252284	SP1	6667
NM_000346	SOX9	6662
AF164104	SOX8	30812
NM_006940	SOX5	6660
NM_003107	SOX4	6659
NM_007017	SOX30	11063
NM_005634	SOX3	6658
NM_006943	SOX22	_
NM_006942	SOX20	_
Z31560	SOX2	6657
NM_004189	SOX14	8403
NM_005686	SOX13	9580
NM_003108	SOX11	6664
NM_006941	SOX10	6663
NM_005633	SOS1	ENSG00000229692
U79291	SOS1	ENSG00000229692
NM_002959	SORT1	6272
NM_003105	SORL1	6653
NM_003104	SORD	6652
NM_003103	SON	6651
NM_003102	SOD3	6649
NM_000636	SOD2	6648
AL050388	SOD2	6648
X07834	SOD2	6648
NM_000454	SOD1	6647
NM_003578	SOAT2	8435
L21934	SOAT1	6646
NM_016224	SNX9	51429
AF121858	SNX8	29886
NM_015976	SNX7	51375
AF121856	SNX6	58533
NM_014426	SNX5	27131
NM_003794	SNX4	8723
NM_003795	SNX3	8724
NM_003100	SNX2	6643
NM_014748	SNX17	9784
Contig33595_RC	SNX16	64089
NM_013306	SNX15	29907
AK000362	SNX14	57231
AF121862	SNX13	23161
NM_013346	SNX12	29934
NM_013323	SNX11	29916
NM_013322	SNX10	29887
NM_003099	SNX1	6642
NM_012245	SNW1	22938
NM_005678	SNURF	8926
NM_018968	SNTG2	54221
NM_018967	SNTG1	54212
NM_006750	SNTB2	6645
AF028828	SNTB1	6641
NM_003098	SNTA1	6640
NM_006653	SNT-2	_
NM_006654	SNT-1	_
NM_003097	SNRPN	6638
Contig52427_RC	SNRPG	6637
Contig42617_RC	SNRPG	6637
NM_003096	SNRPG	6637
NM_003095	SNRPF	6636
NM_003094	SNRPE	6635
NM_004175	SNRPD3	6634
NM_004597	SNRPD2	6633
NM_006938	SNRPD1	6632
NM_003093	SNRPC	6631
NM_003092	SNRPB2	6629
NM_003091	SNRPB	6628
NM_003090	SNRPA1	6627
NM_004596	SNRPA	6626
NM_003089	SNRP70	_
NM_003498	SNN	8303
NM_003088	SNL	_
NM_006622	SNK	_
NM_018664	SNFT	_
NM_003087	SNCG	6623
NM_003085	SNCB	6620
NM_005460	SNCAIP	9627
NM_007308	SNCA	6622
NM_000345	SNCA	6622
AF067420	SNC73	_
NM_006049	SNAPC5	10302
NM_003086	SNAPC4	6621
NM_003084	SNAPC3	6619
NM_003083	SNAPC2	6618
NM_003082	SNAPC1	6617
NM_012437	SNAPAP	_
NM_014841	SNAP91	9892
NM_004782	SNAP29	9342
NM_003081	SNAP25	6616
NM_003825	SNAP23	8773
Contig1619_RC	SNAP-BETA	_
NM_005985	SNAI1	6615
Contig53537_RC	SN	347746
AF199364	SMURF1	57154
Contig55239_RC	SMURF1	57154
NM_014311	SMUG1	23583
NM_006932	SMTN	6525
AJ010306	SMTN	6525
NM_006937	SMT3H2	_
NM_006936	SMT3H1	_
NM_004595	SMS	6611
NM_014332	SMPX	23676
AF129505	SMPX	23676
NM_018667	SMPD3	55512
NM_003080	SMPD2	6610
NM_000543	SMPD1	6609
NM_014313	SMP1	_
S67247	smooth muscle myosin heavy chain isoform SMemb	_
NM_005631	SMOH	_
Contig2237_RC	SMOC2	64094
Contig50913_RC	SMOC1	64093
NM_017411	SMN2	6607
NM_000344	SMN1	6606
NM_004653	SMCY	_
L25270	SMCX	_
NM_005496	SMC4L1	_
NM_006444	SMC2L1	_
Contig53132_RC	SMC2L1	_
NM_006306	SMC1L1	_
NM_006015	SMARCF1	_
NM_003079	SMARCE1	6605
NM_003078	SMARCD3	6604
NM_003077	SMARCD2	6603
NM_003076	SMARCD1	6602
NM_003075	SMARCC2	6601
NM_003074	SMARCC1	6599
NM_003073	SMARCB1	6598
NM_003601	SMARCA5	8467
NM_003072	SMARCA4	6597
NM_003071	SMARCA3	_
NM_003070	SMARCA2	6595
NM_003069	SMARCA1	6594
NM_006696	SMAP	_
NM_014970	SMAP	_
Contig40664_RC	SMAP	_
S73288	small proline-rich protein SPRK	_
NM_019887	SMAC	_
Contig49185_RC	SMAC	_
X83301	SMA5	11042
NM_006780	SMA3	_
Contig2399_RC	SM-20	_
Contig1585_RC	SLUG	_
NM_006425	SLU7	10569
AW518944_RC	SLU7	10569
NM_003064	SLPI	6590
NM_003066	SLPI	6590
NM_003063	SLN	6588
AB011538	SLIT3	6586
NM_004787	SLIT2	9353
NM_003061	SLIT1	100533184
AB001451	SLI	_
NM_006359	SLC9A6	10479
NM_004594	SLC9A5	6553
NM_004785	SLC9A3R2	9351
NM_004252	SLC9A3R1	9368
NM_004174	SLC9A3	6550
AF073299	SLC9A2	6549
NM_003048	SLC9A2	6549
S68616	SLC9A1	6548
M91368	SLC8A1	6546
NM_021097	SLC8A1	6546
NM_014270	SLC7A9	11136
NM_012244	SLC7A8	23428
NM_003982	SLC7A7	9056
NM_003983	SLC7A6	9057
Contig40232_RC	SLC7A5	8140
NM_003486	SLC7A5	8140
NM_004173	SLC7A4	6545
NM_003046	SLC7A2	6542
NM_014331	SLC7A11	23657
NM_019849	SLC7A10	56301
NM_003045	SLC7A1	6541
NM_006934	SLC6A9	6536
NM_005629	SLC6A8	6535
NM_014228	SLC6A7	6534
NM_003043	SLC6A6	6533
NM_004211	SLC6A5	9152
NM_001045	SLC6A4	6532
NM_001044	SLC6A3	6531
NM_001043	SLC6A2	6530
NM_007231	SLC6A14	11254
NM_016615	SLC6A13	6540
NM_003044	SLC6A12	6539
NM_014229	SLC6A11	6538
NM_003042	SLC6A1	6529
AL096737	SLC5A6	8884
NM_021095	SLC5A6	8884
NM_000453	SLC5A5	6528
AJ133127	SLC5A4	6527
NM_006933	SLC5A3	6526
Contig56768_RC	SLC5A3	6526
NM_003041	SLC5A2	6524
NM_000343	SLC5A1	6523
NM_004858	SLC4A8	9498
NM_003615	SLC4A7	9497
NM_003759	SLC4A4	8671
NM_005070	SLC4A3	6508
NM_003040	SLC4A2	6522
NM_018158	SLC4A1AP	22950
NM_000342	SLC4A1	6521
NM_002394	SLC3A2	6520
NM_000341	SLC3A1	6519
NM_018964	SLC37A1	54020
NM_012243	SLC35A3	23443
NM_005660	SLC35A2	7355
NM_006416	SLC35A1	10559
Contig48907_RC	SLC35A1	10559
NM_006424	SLC34A2	10568
NM_003052	SLC34A1	6569
NM_001860	SLC31A2	1318
NM_001859	SLC31A1	1317
NM_013309	SLC30A4	7782
NM_003459	SLC30A3	7781
Contig44414_RC	SLC30A1	7779
NM_020041	SLC2A9	56606
NM_014580	SLC2A8	29988
NM_017585	SLC2A6	11182
NM_003039	SLC2A5	6518
NM_001042	SLC2A4	6517
NM_006931	SLC2A3	6515
NM_000340	SLC2A2	6514
H92984_RC	SLC2A2	6514
NM_006516	SLC2A1	6513
NM_001532	SLC29A2	3177
AF034102	SLC29A2	3177
NM_004955	SLC29A1	2030
NM_004212	SLC28A2	9153
NM_004213	SLC28A1	9154
NM_005094	SLC27A4	10999
AL050170	SLC26A6	65010
NM_000441	SLC26A4	5172
NM_000111	SLC26A3	1811
NM_000112	SLC26A2	1836
Contig5154_RC	SLC25A6	293
NM_001152	SLC25A5	292
NM_001151	SLC25A4	291
NM_005888	SLC25A3	5250
Contig52681_RC	SLC25A3	5250
NM_002635	SLC25A3	5250
NM_000387	SLC25A20	788
NM_006358	SLC25A17	10478
M31659	SLC25A16	8034
NM_014252	SLC25A15	10166
NM_003951	SLC25A14	9016
NM_014251	SLC25A13	10165
NM_003705	SLC25A12	8604
NM_003562	SLC25A11	8402
NM_012140	SLC25A10	1468
U25147	SLC25A1	6576
NM_020344	SLC24A2	25769
NM_004727	SLC24A1	9187
NM_005847	SLC23A2	9962
NM_005116	SLC23A1	9963
NM_004254	SLC22A8	9376
NM_006672	SLC22A7	10864
NM_004790	SLC22A6	9356
NM_003060	SLC22A5	6584
NM_003059	SLC22A4	6583
AJ001417	SLC22A3	6581
NM_003058	SLC22A2	6582
NM_007105	SLC22A1LS	_
NM_002555	SLC22A1L	_
NM_003057	SLC22A1	6580
NM_007256	SLC21A9	_
NM_019844	SLC21A8	_
NM_006446	SLC21A6	_
NM_021094	SLC21A3	_
NM_005075	SLC21A3	_
NM_005630	SLC21A2	_
NM_017435	SLC21A14	_
NM_016354	SLC21A12	_
NM_013272	SLC21A11	_
NM_006749	SLC20A2	6575
NM_005415	SLC20A1	6574
U76362	SLC1A7	6512
NM_006671	SLC1A7	6512
NM_005071	SLC1A6	6511
NM_005628	SLC1A5	6510
NM_003038	SLC1A4	6509
NM_004172	SLC1A3	6507
NM_004171	SLC1A2	6506
AF131756	SLC1A2	6506
NM_004170	SLC1A1	6505
Contig54913_RC	SLC1A1	6505
AJ237724	SLC19A2	10560
NM_003056	SLC19A1	6573
NM_003055	SLC18A3	6572
NM_003054	SLC18A2	6571
Contig36983_RC	SLC18A2	6571
NM_003053	SLC18A1	6570
NM_012434	SLC17A5	26503
NM_005495	SLC17A4	10050
NM_006632	SLC17A3	10786
NM_005835	SLC17A2	10246
NM_005074	SLC17A1	6568
NM_013356	SLC16A8	23539
NM_004731	SLC16A7	9194
NM_004694	SLC16A6	9120
NM_004695	SLC16A5	9121
NM_004696	SLC16A4	9122
NM_004207	SLC16A3	9123
NM_006517	SLC16A2	6567
NM_003051	SLC16A1	6566
S78203	SLC15A2	6565
NM_021082	SLC15A2	6565
NM_005073	SLC15A1	6564
NM_007163	SLC14A2	8170
NM_015865	SLC14A1	6563
NM_012450	SLC13A4	26266
AF154121	SLC13A3	64849
NM_003984	SLC13A2	9058
NM_006598	SLC12A7	10723
AL117500	SLC12A6	9990
NM_005135	SLC12A6	9990
U79245	SLC12A5	57468
NM_005072	SLC12A4	6560
NM_000339	SLC12A3	6559
NM_001046	SLC12A2	6558
NM_000338	SLC12A1	6557
NM_014585	SLC11A3	_
AB004857	SLC11A2	4891
NM_000617	SLC11A2	4891
NM_000578	SLC11A1	6556
D50402	SLC11A1	6556
NM_000452	SLC10A2	6555
NM_003049	SLC10A1	6554
NM_006527	SLBP	7884
NM_007159	SLAP	_
Contig78_RC	SLAP	_
NM_003037	SLAM	_
NM_006748	SLA	6503
NM_005983	SKP2	6502
NM_006930	SKP1A	_
NM_006929	SKIV2L	6499
NM_005414	SKIL	6498
NM_003036	SKI	6497
NM_004869	SKD1	_
NM_006109	SKB1	_
NM_007374	SIX6	4990
NM_017420	SIX4	51804
NM_005413	SIX3	6496
NM_016932	SIX2	10736
Contig55531	SIX2	10736
NM_005982	SIX1	6495
U82938	SIVA	_
NM_014450	SIT	_
NM_016538	SIRT7	51547
NM_016539	SIRT6	51548
NM_012241	SIRT5	23408
NM_012240	SIRT4	23409
NM_012239	SIRT3	23410
NM_012237	SIRT2	22933
NM_012238	SIRT1	23411
NM_018556	SIRP-b2	_
NM_006747	SIPA1	6494
NM_006384	SIP2-28	_
NM_003616	SIP1	_
NM_009586	SIM2	6493
NM_005069	SIM2	6493
NM_005068	SIM1	6492
NM_006928	SILV	_
NM_003035	SIL	_
AF227924	SIGLEC9	27180
NM_014442	SIGLEC8	27181
NM_014385	SIGLEC7	27036
NM_001245	SIGLEC6	946
NM_003830	SIGLEC5	8778
Contig974_RC	SIGIRR	59307
NM_015926	SIG11	_
AF172327	SIG11	_
AK000466	SID6-306	_
NM_003896	SIAT9	_
NM_005668	SIAT8D	_
NM_015879	SIAT8C	_
NM_006011	SIAT8B	_
NM_003034	SIAT8A	_
Contig54817_RC	SIAT6	_
NM_006279	SIAT6	_
NM_006278	SIAT4C	_
NM_006927	SIAT4B	_
NM_003033	SIAT4A	_
NM_003032	SIAT1	_
AF114818	SIAHBP1	_
NM_005067	SIAH2	6478
NM_003031	SIAH1	6477
NM_001041	SI	6476
NM_006884	SHOX2	6474
NM_003030	SHOX2	6474
NM_006883	SHOX	6473
NM_000451	SHOX	6473
NM_007373	SHOC2	8036
NM_005412	SHMT2	6472
NM_004169	SHMT1	6470
NM_000193	SHH	6469
NM_016848	SHC3	53358
NM_003029	SHC1	6464
U73377	SHC1	6464
NM_001040	SHBG	6462
NM_003028	SHB	6461
AF141901	SHANK	_
NM_020145	SH3GLB2	56904
NM_016009	SH3GLB1	51100
NM_003027	SH3GL3	6457
NM_003026	SH3GL2	6456
NM_003025	SH3GL1	6455
NM_006434	SH3D5	_
NM_015385	SH3D5	_
